Zákazník,Datum,Produkt (produkty)
customer-11521,2023-09-08 13:42:06,"1× book-118, 1× book-118, 1× book-118, 1× book-118, 1× book-153, 1× book-153, 1× book-153, 1× book-153, 1× book-038, 1× book-038, 1× book-038, 1× book-038, 1× book-101, 1× book-101, 1× book-101, 1× book-101, 1× book-157, 1× book-157, 1× book-157, 1× book-034, 1× book-034, 1× book-034, 1× book-076, 1× book-076, 1× book-076"
customer-3813,2023-09-08 12:55:00,1× book-032
customer-22541,2023-09-08 12:05:18,1× book-119
customer-22542,2023-09-08 10:18:51,"1× book-034, 1× book-034, 1× book-034"
customer-22543,2023-09-08 08:05:42,1× book-032
customer-22544,2023-09-08 06:24:28,1× book-032
customer-22546,2023-09-08 01:09:36,1× book-072
customer-22548,2023-09-07 23:09:06,1× book-032
customer-22550,2023-09-07 20:05:40,1× book-032
customer-22460,2023-09-07 19:07:53,1× book-032
customer-22551,2023-09-07 17:13:04,"1× book-048, 1× book-048, 1× book-048"
customer-22552,2023-09-07 16:49:40,1× book-032
customer-22554,2023-09-07 16:16:03,1× book-032
customer-2689,2023-09-07 13:48:20,"1× book-014, 1× book-014, 1× book-014, 1× book-042, 1× book-042, 1× book-042"
customer-271,2023-09-07 12:45:13,1× book-051
customer-22556,2023-09-07 12:06:48,"1× book-056, 1× book-056, 1× book-056"
customer-22558,2023-09-07 11:25:48,"1× book-048, 1× book-048, 1× book-048"
customer-22560,2023-09-07 10:22:06,1× book-032
customer-10631,2023-09-07 09:04:04,"1× book-038, 1× book-051"
customer-22563,2023-09-07 07:45:24,1× book-032
customer-22565,2023-09-07 02:59:52,1× book-032
customer-6523,2023-09-07 00:29:34,"1× book-048, 1× book-048, 1× book-048"
customer-9867,2023-09-06 22:25:00,"1× book-075, 1× book-075, 1× book-075"
customer-22569,2023-09-06 22:06:10,1× merch-002
customer-22571,2023-09-06 20:29:15,"1× book-000, 1× book-001"
customer-22573,2023-09-06 18:28:34,1× book-001
customer-22574,2023-09-06 17:41:43,1× book-032
customer-13369,2023-09-06 17:20:32,"1× book-034, 1× book-034, 1× book-034"
customer-22443,2023-09-06 16:30:06,"1× book-023, 1× book-023, 1× book-023, 1× book-023"
customer-22575,2023-09-06 15:47:05,"1× book-048, 1× book-035, 1× book-039"
customer-22576,2023-09-06 14:57:35,1× merch-006
customer-12315,2023-09-06 13:14:50,"1× book-032, 1× book-032, 1× book-032, 1× book-084, 1× book-084, 1× book-084, 1× book-084"
customer-22579,2023-09-06 12:18:21,1× book-012
customer-2125,2023-09-06 11:43:36,1× book-032
customer-10308,2023-09-06 10:22:01,1× book-000
customer-22583,2023-09-06 09:45:50,"1× book-023, 1× book-023, 1× book-023"
customer-22584,2023-09-06 08:46:30,"1× book-001, 1× book-032, 1× book-048"
customer-3450,2023-09-06 08:41:05,"1× book-048, 1× book-048, 1× book-048"
customer-22587,2023-09-06 04:43:15,1× book-032
customer-22589,2023-09-05 23:22:46,1× book-032
customer-22590,2023-09-05 21:58:21,"1× book-023, 1× book-000, 1× book-053"
customer-3745,2023-09-05 20:36:05,"1× book-000, 1× book-000, 1× book-000, 1× book-062, 1× book-062, 1× book-062"
customer-7639,2023-09-05 17:10:50,"1× book-074, 1× book-118"
customer-22592,2023-09-05 16:13:23,1× book-012
customer-22594,2023-09-05 16:00:30,1× book-042
customer-22596,2023-09-05 14:58:16,1× book-032
customer-22597,2023-09-05 14:29:38,"1× book-042, 1× book-042, 1× book-042"
customer-19934,2023-09-05 13:28:52,"1× book-032, 1× book-001"
customer-22599,2023-09-05 12:42:37,"1× book-064, 1× book-064, 1× book-064"
customer-16772,2023-09-05 12:21:59,"1× book-032, 1× book-001, 1× book-053, 1× book-107"
customer-22600,2023-09-05 11:56:20,1× book-032
customer-15879,2023-09-05 11:11:49,"1× book-004, 1× book-004, 1× book-004"
customer-22603,2023-09-05 10:04:00,1× book-032
customer-22605,2023-09-05 09:57:22,"1× book-048, 1× book-048, 1× book-048"
customer-11598,2023-09-05 09:41:39,"1× book-074, 1× book-074, 1× book-074, 1× book-032"
customer-22606,2023-09-05 09:05:53,1× book-032
customer-22607,2023-09-05 07:57:20,"1× book-032, 1× book-032, 1× book-032"
customer-22609,2023-09-05 07:01:07,"1× book-056, 1× book-056, 1× book-056"
customer-22610,2023-09-04 22:59:52,1× book-012
customer-22612,2023-09-04 22:30:23,1× book-032
customer-22614,2023-09-04 21:40:07,"1× book-125, 1× book-125, 1× book-125"
customer-22616,2023-09-04 20:27:15,"1× book-035, 1× book-035, 1× book-035"
customer-22618,2023-09-04 19:00:26,1× book-032
customer-15871,2023-09-04 15:31:21,"1× book-061, 1× book-061, 1× book-061, 1× book-029, 1× book-029, 1× book-029, 1× book-110"
customer-94,2023-09-04 15:05:31,1× book-118
customer-17491,2023-09-04 14:40:16,"1× book-048, 1× book-048, 1× book-048"
customer-22599,2023-09-04 14:10:55,"1× book-032, 1× book-000, 1× book-000, 1× book-000, 1× book-001"
customer-16413,2023-09-04 12:42:04,"1× book-042, 1× book-042, 1× book-042"
customer-21342,2023-09-04 11:25:12,1× book-004
customer-2114,2023-09-04 10:55:49,"1× book-119, 1× book-017, 2× book-111"
customer-4080,2023-09-04 10:12:25,1× book-032
customer-22623,2023-09-04 08:45:27,1× book-032
customer-8256,2023-09-03 23:25:47,"1× book-128, 1× book-128, 1× book-128"
customer-22626,2023-09-03 21:20:09,"1× book-032, 1× book-001"
customer-22627,2023-09-03 20:59:54,"1× book-032, 1× book-001"
customer-22628,2023-09-03 20:31:52,"1× book-032, 1× book-032, 1× book-032, 1× book-001, 1× book-001, 1× book-001"
customer-22630,2023-09-03 16:49:01,"1× book-032, 1× book-032, 1× book-032"
customer-22632,2023-09-03 13:24:10,1× book-032
customer-22633,2023-09-03 12:27:13,1× book-042
customer-22423,2023-09-03 11:41:42,1× book-032
customer-22634,2023-09-03 10:47:19,"1× book-070, 1× book-070, 1× book-070"
customer-22636,2023-09-03 09:59:17,"1× book-039, 1× book-039, 1× book-039"
customer-11340,2023-09-03 09:46:04,"1× book-119, 1× book-074, 1× book-012"
customer-9237,2023-09-03 08:02:32,"1× book-135, 1× book-065"
customer-22639,2023-09-02 21:15:04,1× merch-009
customer-22641,2023-09-02 20:13:50,"1× book-032, 1× book-000, 1× book-035"
customer-22571,2023-09-02 17:22:59,1× book-032
customer-22643,2023-09-02 16:40:37,"1× book-032, 1× book-032, 1× book-032"
customer-22644,2023-09-02 13:39:59,"1× book-119, 1× book-119, 1× book-119, 1× book-056, 1× book-056, 1× book-056, 1× book-008, 1× book-008, 1× book-008"
customer-22646,2023-09-02 12:18:03,1× book-032
customer-22648,2023-09-02 11:42:15,1× book-032
customer-22649,2023-09-02 10:30:03,1× book-032
customer-22650,2023-09-02 08:31:13,1× book-032
customer-22652,2023-09-02 06:52:59,1× book-000
customer-22653,2023-09-01 23:56:36,"1× book-051, 1× book-051, 1× book-051, 1× book-074, 1× book-074, 1× book-074, 1× book-017, 1× book-017, 1× book-017"
customer-22655,2023-09-01 20:44:50,"1× book-061, 1× book-061, 1× book-061"
customer-22656,2023-09-01 20:14:30,1× book-032
customer-22658,2023-09-01 17:03:01,1× book-075
customer-5995,2023-09-01 15:58:02,1× book-032
customer-22660,2023-09-01 14:40:20,1× book-029
customer-4010,2023-09-01 14:08:04,"1× book-003, 1× book-059, 1× book-132"
customer-22663,2023-09-01 13:28:02,"1× book-103, 1× book-112, 1× book-144, 1× book-042"
customer-22665,2023-09-01 11:57:17,"1× book-012, 1× book-008"
customer-11177,2023-09-01 11:18:27,"1× book-032, 1× book-032, 1× book-032"
customer-22668,2023-09-01 10:12:10,1× book-032
customer-9777,2023-09-01 09:43:02,1× book-032
customer-22671,2023-09-01 07:06:58,1× book-032
customer-22673,2023-08-31 22:33:31,1× book-001
customer-22675,2023-08-31 21:04:50,1× book-032
customer-22676,2023-08-31 19:47:30,"1× book-014, 1× book-014, 1× book-014"
customer-15775,2023-08-31 18:30:44,"1× book-032, 1× book-032, 1× book-032"
customer-22677,2023-08-31 18:02:59,"2× book-023, 1× book-100"
customer-11755,2023-08-31 15:47:38,1× book-032
customer-22679,2023-08-31 14:13:53,1× book-077
customer-22680,2023-08-31 12:02:49,"1× book-032, 1× book-032, 1× book-032"
customer-22682,2023-08-31 10:55:34,1× book-061
customer-242,2023-08-31 10:02:00,1× book-038
customer-10941,2023-08-31 09:23:31,1× book-032
customer-22685,2023-08-31 08:57:41,1× book-032
customer-22686,2023-08-31 08:26:35,"1× book-032, 1× book-001"
customer-21665,2023-08-31 08:19:27,1× book-032
customer-3508,2023-08-31 07:58:36,"1× book-023, 1× book-032, 1× book-051"
customer-3380,2023-08-31 07:34:23,1× book-032
customer-3460,2023-08-31 07:28:33,"1× book-032, 1× book-118"
customer-22691,2023-08-31 07:21:56,1× book-032
customer-4874,2023-08-31 07:16:52,1× book-032
customer-22693,2023-08-31 07:09:34,1× book-032
customer-1027,2023-08-31 06:56:23,1× book-061
customer-5725,2023-08-31 06:05:16,1× book-001
customer-22695,2023-08-31 05:05:33,"1× book-048, 1× book-032, 1× book-000"
customer-22697,2023-08-31 00:37:17,1× book-032
customer-22698,2023-08-30 22:46:16,"1× book-042, 1× book-042, 1× book-042, 1× book-048, 1× book-048, 1× book-048"
customer-22700,2023-08-30 19:10:05,"1× book-015, 1× book-014, 1× book-059, 1× book-053, 1× book-072, 1× book-000"
customer-22702,2023-08-30 18:27:43,1× book-032
customer-22704,2023-08-30 16:29:19,"1× book-014, 1× book-014, 1× book-014"
customer-22706,2023-08-30 15:36:35,"1× book-032, 1× book-032, 1× book-032"
customer-22707,2023-08-30 15:02:19,1× book-032
customer-22708,2023-08-30 12:49:13,"1× book-032, 1× book-032, 1× book-032"
customer-22710,2023-08-30 11:32:25,1× book-032
customer-22711,2023-08-30 10:00:15,1× book-032
customer-22673,2023-08-30 09:54:14,1× book-032
customer-22713,2023-08-30 09:51:28,1× book-001
customer-18222,2023-08-30 08:23:54,1× book-032
customer-22715,2023-08-30 05:40:08,"1× book-048, 1× book-048, 1× book-048"
customer-22716,2023-08-29 22:49:11,"1× book-090, 1× book-090, 1× book-090, 1× book-032"
customer-20710,2023-08-29 21:26:23,"1× book-020, 1× book-051, 1× book-052"
customer-22718,2023-08-29 20:58:02,"1× book-032, 1× book-001"
customer-17427,2023-08-29 20:27:21,"1× book-051, 1× book-032, 1× book-001"
customer-22720,2023-08-29 18:55:08,1× book-032
customer-22722,2023-08-29 18:19:18,1× book-032
customer-22724,2023-08-29 18:13:15,"1× book-017, 1× book-017, 1× book-017"
customer-22726,2023-08-29 16:56:47,1× book-000
customer-9999,2023-08-29 16:45:07,"1× book-032, 1× book-042, 1× book-074"
customer-94,2023-08-29 16:28:35,1× book-042
customer-13417,2023-08-29 15:05:58,"1× book-032, 1× book-032, 1× book-032"
customer-22730,2023-08-29 14:45:06,"1× book-020, 1× book-020, 1× book-020"
customer-22731,2023-08-29 14:41:50,1× book-032
customer-22733,2023-08-29 14:07:03,1× book-032
customer-5831,2023-08-29 13:30:45,1× book-119
customer-10107,2023-08-29 13:14:55,"1× book-001, 1× book-032, 1× book-032, 1× book-032, 1× book-000, 1× book-000, 1× book-000"
customer-22735,2023-08-29 12:03:38,"1× book-032, 1× book-032, 1× book-032"
customer-12529,2023-08-29 11:37:16,24× book-104
customer-22737,2023-08-29 11:23:04,"1× book-000, 1× book-000, 1× book-000"
customer-22738,2023-08-29 11:14:02,1× book-032
customer-22739,2023-08-29 11:07:45,"1× book-001, 1× book-032"
customer-22740,2023-08-29 11:05:18,1× book-032
customer-63,2023-08-29 10:43:12,"1× book-013, 1× book-059, 1× book-012, 1× book-064"
customer-22742,2023-08-29 10:22:52,1× book-032
customer-11567,2023-08-29 09:47:12,"1× book-032, 1× book-032, 1× book-032"
customer-22744,2023-08-29 09:40:53,1× book-032
customer-22734,2023-08-29 09:28:27,1× book-042
customer-22746,2023-08-29 09:25:32,1× book-032
customer-9590,2023-08-29 08:44:33,1× book-065
customer-17355,2023-08-29 07:42:33,"1× book-042, 1× book-042, 1× book-042"
customer-22750,2023-08-29 06:40:05,1× book-032
customer-4803,2023-08-28 23:41:30,1× book-143
customer-22753,2023-08-28 23:20:11,"1× book-090, 1× book-090, 1× book-090, 1× book-042, 1× book-042, 1× book-042, 1× book-080, 1× book-080, 1× book-080"
customer-22755,2023-08-28 22:13:02,"1× book-032, 1× book-032, 1× book-032"
customer-22757,2023-08-28 21:05:47,1× book-032
customer-22759,2023-08-28 20:05:01,1× book-032
customer-22761,2023-08-28 19:35:11,"1× book-000, 1× book-001"
customer-22763,2023-08-28 17:55:21,"1× book-032, 1× book-000"
customer-22765,2023-08-28 17:34:41,"1× book-012, 1× book-012, 1× book-012"
customer-22767,2023-08-28 16:54:46,1× book-032
customer-22768,2023-08-28 16:00:54,1× book-032
customer-22769,2023-08-28 15:37:44,1× book-035
customer-4878,2023-08-28 15:26:58,"1× book-048, 1× book-048, 1× book-048"
customer-22771,2023-08-28 15:00:05,1× book-032
customer-22773,2023-08-28 14:38:56,"1× book-032, 1× book-001"
customer-1247,2023-08-28 14:19:34,"1× book-042, 1× book-012, 1× book-023, 1× book-065, 1× book-136"
customer-21018,2023-08-28 13:26:35,"1× book-045, 1× book-045, 1× book-045"
customer-10437,2023-08-28 13:07:06,1× book-110
customer-5018,2023-08-28 12:33:39,1× book-089
customer-19330,2023-08-28 11:54:38,1× book-032
customer-8057,2023-08-28 10:38:12,1× book-056
customer-22780,2023-08-28 10:25:41,"1× book-032, 1× book-001, 1× book-001, 1× book-001, 1× book-074"
customer-12186,2023-08-28 09:43:20,1× book-070
customer-22782,2023-08-28 00:22:25,"1× book-032, 1× book-032, 1× book-032"
customer-22784,2023-08-27 22:49:08,1× book-032
customer-22786,2023-08-27 21:55:51,"1× book-048, 1× book-048, 1× book-048"
customer-4361,2023-08-27 21:25:03,"1× book-032, 1× book-001, 1× book-000"
customer-22787,2023-08-27 21:07:20,1× book-032
customer-17815,2023-08-27 20:50:55,"1× book-048, 1× book-048, 1× book-048"
customer-4500,2023-08-27 20:43:02,"1× book-032, 1× book-032, 1× book-032"
customer-22788,2023-08-27 19:25:26,1× book-023
customer-22790,2023-08-27 19:19:14,1× book-032
customer-7203,2023-08-27 18:52:15,1× book-015
customer-22792,2023-08-27 18:31:25,"1× merch-001, 1× book-032, 1× book-023, 1× book-014"
customer-22793,2023-08-27 16:40:42,1× book-032
customer-22184,2023-08-27 15:35:50,1× book-023
customer-22794,2023-08-27 14:49:51,"1× book-075, 1× book-075, 1× book-075"
customer-22795,2023-08-27 14:02:57,"1× book-001, 1× book-032"
customer-18467,2023-08-27 10:40:30,"1× book-032, 1× book-001, 1× book-003"
customer-22797,2023-08-27 10:21:32,1× book-032
customer-22799,2023-08-27 09:33:20,"1× book-023, 1× book-023, 1× book-023"
customer-22801,2023-08-27 08:45:00,"1× book-000, 1× book-000, 1× book-000, 1× book-042, 1× book-042, 1× book-042, 1× book-119, 1× book-119, 1× book-119, 1× book-051, 1× book-051, 1× book-051"
customer-22803,2023-08-27 05:56:57,"1× book-080, 1× book-080, 1× book-080"
customer-22805,2023-08-26 21:59:45,1× book-003
customer-19347,2023-08-26 20:50:17,"1× book-000, 1× book-035, 1× book-074"
customer-22806,2023-08-26 20:12:08,1× book-032
customer-22808,2023-08-26 19:36:15,1× book-048
customer-22809,2023-08-26 17:47:30,"1× book-124, 1× book-064"
customer-22810,2023-08-26 16:42:05,1× book-039
customer-22811,2023-08-26 15:23:54,1× book-032
customer-22813,2023-08-26 14:57:34,1× book-141
customer-22815,2023-08-26 14:46:42,"1× book-141, 1× book-141, 1× book-141"
customer-17550,2023-08-26 14:19:19,1× book-014
customer-22818,2023-08-26 13:16:03,1× book-032
customer-8446,2023-08-26 12:27:45,1× book-032
customer-22821,2023-08-26 11:34:32,1× book-032
customer-22823,2023-08-26 10:33:19,1× book-090
customer-22825,2023-08-26 09:06:44,"1× book-073, 1× book-014"
customer-22827,2023-08-26 08:51:39,1× book-032
customer-22828,2023-08-26 07:28:54,1× book-032
customer-22830,2023-08-26 01:52:38,"1× book-032, 1× book-032, 1× book-032"
customer-22831,2023-08-25 23:06:37,1× book-032
customer-2113,2023-08-25 22:34:12,1× book-032
customer-3670,2023-08-25 20:38:17,1× book-039
customer-22834,2023-08-25 20:09:16,1× book-104
customer-3276,2023-08-25 18:22:46,1× book-032
customer-22835,2023-08-25 17:17:44,1× book-032
customer-22728,2023-08-25 15:57:46,"1× merch-016, 1× book-032, 1× book-032, 1× book-032"
customer-6453,2023-08-25 14:13:11,"1× book-032, 1× book-074, 1× book-074, 1× book-074, 1× book-005, 1× book-005, 1× book-005, 1× book-073, 1× book-118"
customer-4665,2023-08-25 13:40:26,1× book-032
customer-22838,2023-08-25 12:16:27,"1× book-032, 1× book-059"
customer-22839,2023-08-25 12:03:15,1× book-032
customer-22841,2023-08-25 11:42:05,"1× book-032, 1× book-001, 1× book-000, 1× book-061"
customer-16558,2023-08-25 11:23:04,1× book-150
customer-9954,2023-08-25 11:03:28,1× book-032
customer-22843,2023-08-25 10:36:15,"1× book-032, 1× book-070"
customer-22845,2023-08-25 09:59:16,"1× book-032, 1× book-032, 1× book-032"
customer-22846,2023-08-25 09:53:57,"1× book-000, 1× book-001"
customer-22848,2023-08-25 09:40:34,"1× book-032, 1× book-017"
customer-22585,2023-08-25 09:35:00,1× book-032
customer-22144,2023-08-25 09:11:18,1× book-005
customer-2849,2023-08-25 09:01:15,"1× book-032, 1× book-032, 1× book-032, 1× book-051, 1× book-051, 1× book-051, 1× book-051, 1× book-023, 1× book-023, 1× book-023, 1× book-023, 1× book-012, 1× book-012, 1× book-012, 1× book-012, 1× book-042, 1× book-042, 1× book-042, 1× book-042, 1× book-119, 1× book-119, 1× book-119, 1× book-119, 1× book-074, 1× book-074, 1× book-074, 1× book-074, 1× book-001, 1× book-001, 1× book-001, 1× book-000, 1× book-000, 1× book-000, 1× book-000, 1× book-101, 1× book-101, 1× book-101, 1× book-101, 1× book-038, 1× book-038, 1× book-038, 1× book-038, 1× book-092, 1× book-092, 1× book-092, 1× book-092, 1× book-028, 1× book-028, 1× book-028, 1× book-028"
customer-22853,2023-08-25 08:45:40,1× book-032
customer-22855,2023-08-25 08:18:27,1× book-032
customer-22857,2023-08-25 07:51:49,1× book-012
customer-22859,2023-08-25 06:48:28,1× book-084
customer-3143,2023-08-25 03:43:52,1× book-032
customer-3344,2023-08-25 00:19:08,"1× book-076, 1× book-105"
customer-22862,2023-08-24 23:45:39,1× book-023
customer-16868,2023-08-24 23:30:21,1× book-032
customer-22863,2023-08-24 23:02:40,"1× book-032, 1× book-001"
customer-22865,2023-08-24 22:43:25,1× book-032
customer-22866,2023-08-24 22:36:54,1× book-059
customer-22868,2023-08-24 21:36:26,"1× book-061, 1× book-061, 1× book-061"
customer-15404,2023-08-24 21:21:43,1× book-032
customer-22870,2023-08-24 20:57:05,1× book-132
customer-6506,2023-08-24 20:29:30,"1× book-000, 1× book-000, 1× book-000"
customer-16443,2023-08-24 20:12:50,"1× book-042, 1× book-032"
customer-17560,2023-08-24 20:01:55,1× book-032
customer-22873,2023-08-24 19:53:33,1× book-032
customer-22875,2023-08-24 19:50:00,1× book-032
customer-22877,2023-08-24 19:45:26,1× book-032
customer-6100,2023-08-24 19:40:28,1× book-032
customer-21515,2023-08-24 19:36:25,1× book-032
customer-22880,2023-08-24 19:32:38,1× book-032
customer-22881,2023-08-24 19:30:29,1× book-032
customer-22883,2023-08-24 19:24:12,1× book-032
customer-22885,2023-08-24 19:20:58,1× book-032
customer-22886,2023-08-24 19:18:11,1× book-032
customer-22888,2023-08-24 19:13:00,1× book-032
customer-22889,2023-08-24 19:03:45,1× book-032
customer-12091,2023-08-24 19:01:23,"1× book-032, 1× book-032, 1× book-032"
customer-22892,2023-08-24 17:09:18,"1× book-080, 1× book-080, 1× book-080"
customer-22894,2023-08-24 16:05:35,"1× book-048, 1× book-048, 1× book-048, 1× book-015, 1× book-015, 1× book-015"
customer-22895,2023-08-24 15:26:39,1× book-032
customer-6614,2023-08-24 15:09:50,1× book-003
customer-22897,2023-08-24 14:19:57,1× book-032
customer-22898,2023-08-24 13:26:28,1× book-032
customer-13369,2023-08-24 12:24:34,"1× book-076, 1× book-076, 1× book-076"
customer-1642,2023-08-24 12:21:54,"1× book-003, 1× book-003, 1× book-003"
customer-22902,2023-08-24 12:06:06,1× book-143
customer-22904,2023-08-24 12:00:22,1× book-032
customer-22906,2023-08-24 11:18:29,"1× book-032, 1× book-000, 1× book-001"
customer-144,2023-08-24 10:28:42,"1× book-032, 1× book-032, 1× book-032"
customer-22907,2023-08-24 09:06:21,1× book-032
customer-16579,2023-08-24 08:07:56,1× book-032
customer-22909,2023-08-24 06:46:22,2× book-042
customer-2524,2023-08-23 23:19:51,"1× book-072, 1× book-072, 1× book-072"
customer-22912,2023-08-23 23:11:02,"1× book-032, 1× book-001, 1× book-000"
customer-22914,2023-08-23 22:57:37,"1× book-032, 1× book-156"
customer-22916,2023-08-23 21:05:17,1× book-032
customer-22918,2023-08-23 20:57:51,1× book-001
customer-22920,2023-08-23 20:32:33,1× book-032
customer-74,2023-08-23 19:38:28,1× book-032
customer-20472,2023-08-23 18:33:28,"1× book-032, 1× book-032, 1× book-032"
customer-9364,2023-08-23 18:19:06,1× book-032
customer-22924,2023-08-23 17:13:11,"1× book-081, 1× book-081, 1× book-081"
customer-63,2023-08-23 16:21:04,1× book-042
customer-22926,2023-08-23 16:18:39,1× book-032
customer-22927,2023-08-23 15:39:15,"1× book-032, 1× book-001"
customer-22929,2023-08-23 14:28:59,1× book-032
customer-22931,2023-08-23 14:18:37,1× book-032
customer-22932,2023-08-23 13:46:57,"1× book-104, 1× book-104, 1× book-104"
customer-22933,2023-08-23 12:57:11,1× book-032
customer-22935,2023-08-23 12:47:42,1× book-032
customer-22936,2023-08-23 12:40:51,"1× book-032, 1× book-032, 1× book-032"
customer-19218,2023-08-23 12:07:19,1× book-039
customer-22938,2023-08-23 11:39:07,1× book-032
customer-12666,2023-08-23 11:29:49,"1× book-032, 1× book-001"
customer-22939,2023-08-23 11:05:28,"1× book-032, 1× book-032, 1× book-032"
customer-22941,2023-08-23 10:42:22,1× book-032
customer-22943,2023-08-23 10:14:45,1× book-072
customer-3354,2023-08-23 09:30:19,"1× book-001, 1× book-032"
customer-1947,2023-08-23 09:22:10,1× book-032
customer-22947,2023-08-23 09:14:25,1× book-110
customer-22948,2023-08-23 08:50:12,2× book-032
customer-22949,2023-08-23 08:44:53,1× book-032
customer-22950,2023-08-23 08:04:35,1× book-032
customer-22951,2023-08-23 08:00:26,1× book-032
customer-17,2023-08-23 06:44:22,1× book-028
customer-22954,2023-08-22 23:22:37,1× book-032
customer-22956,2023-08-22 23:10:11,1× book-032
customer-22430,2023-08-22 22:38:53,"1× book-038, 1× book-038, 1× book-038"
customer-22959,2023-08-22 22:09:38,"1× book-032, 1× book-001, 1× book-000"
customer-22961,2023-08-22 21:48:08,1× book-032
customer-22962,2023-08-22 21:30:56,1× book-032
customer-22964,2023-08-22 21:17:03,1× book-032
customer-22966,2023-08-22 21:10:41,1× book-032
customer-22967,2023-08-22 20:06:02,1× book-032
customer-22969,2023-08-22 19:09:37,1× book-032
customer-22970,2023-08-22 18:50:41,1× book-032
customer-4447,2023-08-22 18:01:22,1× book-060
customer-22973,2023-08-22 17:46:36,1× book-032
customer-18608,2023-08-22 17:37:06,1× book-048
customer-22976,2023-08-22 17:15:25,"1× book-105, 1× book-013, 1× book-023"
customer-22978,2023-08-22 16:30:24,1× book-032
customer-21854,2023-08-22 15:50:02,1× book-101
customer-22981,2023-08-22 14:35:49,1× book-032
customer-22982,2023-08-22 13:04:23,1× book-032
customer-22983,2023-08-22 12:31:04,"1× book-001, 1× book-001, 1× book-001, 1× book-032, 1× book-032, 1× book-032"
customer-6197,2023-08-22 12:22:37,"1× book-032, 1× book-032, 1× book-032"
customer-22986,2023-08-22 11:58:39,1× book-032
customer-22988,2023-08-22 11:55:56,1× book-032
customer-22989,2023-08-22 11:34:32,1× book-032
customer-22990,2023-08-22 11:05:24,"1× book-104, 1× book-104, 1× book-104"
customer-22992,2023-08-22 10:53:04,"1× book-074, 1× book-074, 1× book-074"
customer-22994,2023-08-22 10:41:01,1× book-032
customer-22996,2023-08-22 09:49:01,1× book-032
customer-22997,2023-08-22 09:39:22,"1× book-032, 1× book-001"
customer-22999,2023-08-22 08:42:14,1× book-032
customer-14791,2023-08-22 07:29:17,1× book-032
customer-3272,2023-08-22 06:56:50,"1× book-042, 1× book-042, 1× book-042"
customer-460,2023-08-22 06:45:45,"1× book-023, 1× book-023, 1× book-023"
customer-23004,2023-08-22 06:23:39,1× book-032
customer-3965,2023-08-22 00:43:08,"1× book-032, 1× book-118, 1× book-148, 1× book-148, 1× book-148"
customer-23007,2023-08-22 00:33:12,"1× book-013, 1× book-003"
customer-23008,2023-08-21 23:53:46,"1× book-032, 1× book-042, 1× book-014"
customer-22874,2023-08-21 22:29:28,7× book-032
customer-5814,2023-08-21 22:27:11,"1× book-032, 1× book-001"
customer-23011,2023-08-21 22:01:42,"1× book-053, 1× book-032"
customer-7415,2023-08-21 21:52:12,1× book-032
customer-3395,2023-08-21 21:35:35,1× book-001
customer-23014,2023-08-21 21:10:35,1× book-032
customer-23016,2023-08-21 20:34:30,1× book-032
customer-10435,2023-08-21 20:07:40,1× book-032
customer-23018,2023-08-21 19:53:35,"1× book-032, 1× book-000, 1× book-001"
customer-22029,2023-08-21 19:28:23,"1× book-119, 1× book-119, 1× book-119"
customer-21640,2023-08-21 19:08:01,1× book-032
customer-15303,2023-08-21 18:48:18,1× book-032
customer-23022,2023-08-21 17:38:55,1× book-032
customer-23023,2023-08-21 17:30:29,"1× book-032, 1× book-118"
customer-23025,2023-08-21 16:17:08,1× book-032
customer-23027,2023-08-21 15:48:47,1× book-032
customer-10715,2023-08-21 15:07:08,"1× book-032, 1× book-001"
customer-10417,2023-08-21 14:28:54,1× book-032
customer-23029,2023-08-21 13:55:46,1× book-032
customer-11833,2023-08-21 13:50:10,"1× book-051, 1× book-051, 1× book-051"
customer-20314,2023-08-21 13:22:06,1× book-032
customer-23033,2023-08-21 12:54:19,"1× book-017, 1× book-017, 1× book-017"
customer-23034,2023-08-21 12:20:04,1× book-032
customer-23036,2023-08-21 11:59:25,1× book-086
customer-23038,2023-08-21 11:30:05,1× book-032
customer-23040,2023-08-21 11:16:41,"1× book-012, 1× book-012, 1× book-012, 1× book-112"
customer-23041,2023-08-21 10:53:16,"1× book-032, 1× book-023, 1× book-113, 1× book-038"
customer-2900,2023-08-21 09:53:20,1× book-101
customer-23043,2023-08-21 09:42:00,1× book-000
customer-23045,2023-08-21 09:30:28,1× book-032
customer-752,2023-08-21 08:17:07,1× book-000
customer-23048,2023-08-21 07:28:14,1× book-032
customer-23049,2023-08-21 00:59:02,1× book-032
customer-13716,2023-08-20 19:08:52,1× book-070
customer-23050,2023-08-20 17:03:45,1× book-032
customer-23052,2023-08-20 16:03:09,"1× book-032, 1× book-000"
customer-23053,2023-08-20 15:49:08,"1× book-032, 1× book-000, 1× book-001"
customer-21807,2023-08-20 15:10:40,"1× book-032, 1× book-023, 1× book-012"
customer-23054,2023-08-20 14:54:04,1× book-032
customer-18378,2023-08-20 14:32:13,"1× book-090, 1× book-017"
customer-8773,2023-08-20 12:42:19,"1× book-032, 1× book-070, 1× book-132"
customer-4633,2023-08-20 12:03:05,1× book-032
customer-23059,2023-08-20 11:58:59,1× book-141
customer-23061,2023-08-20 11:36:56,"1× book-032, 1× book-113, 1× book-012"
customer-1993,2023-08-20 11:29:53,1× book-032
customer-23064,2023-08-20 10:26:37,1× book-078
